sat_number,sat_name,slot_date,total_meters,expected_blocks,block_0800_hrs,percentage_0800_hrs,block_1200_hrs,percentage_1200_hrs,block_2400_hrs,percentage_2400_hrs
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-14,100000,4800000.0,4685297,97.61,4687406,97.65,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-14,100000,4800000.0,4706396,98.05,4712148,98.17,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-09-18,100000,4800000.0,4659198,97.07,4659228,97.07,4659315,97.07
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-09-20,25000,1204368.0,1142183,94.84,1142484,94.86,1142714,94.88
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-09-18,100000,4800000.0,4621414,96.28,4621449,96.28,4621552,96.28
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-09-20,100000,4800000.0,4362753,90.89,4362780,90.89,4363051,90.9
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-09-18,100000,4856640.0,4722160,97.23,4723414,97.26,4723825,97.27
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-09-23,100000,4800000.0,1327793,27.66,2363628,49.24,3959321,82.49
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-09-23,100000,4856640.0,1358966,27.98,2336010,48.1,4015923,82.69
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-09-23,120000,5760000.0,1570716,27.27,2733740,47.46,4669604,81.07
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-02-02,100000,4800000.0,4706861,98.06,4715625,98.24,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-11,100000,4800000.0,4707023,98.06,4709011,98.1,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-11,25000,1204368.0,1159148,96.25,1159522,96.28,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-11,100000,4800000.0,4682971,97.56,4685371,97.61,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-11,100000,4800000.0,4709846,98.12,4713827,98.2,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-11,100000,4800000.0,4680884,97.52,4684206,97.59,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-11,140000,6720000.0,6610200,98.37,6618811,98.49,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2026-01-11,100000,4856640.0,4776911,98.36,4780402,98.43,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-02,100000,4800000.0,4698562,97.89,4701004,97.94,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-02,25000,1204368.0,1158669,96.21,1159279,96.26,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-02,100000,4800000.0,4692237,97.75,4694681,97.81,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-13,100000,4800000.0,4694045,97.79,4697809,97.87,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-13,25000,1204368.0,1158466,96.19,1159184,96.25,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-02-02,25000,1204368.0,1158027,96.15,1158811,96.22,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-02,100000,4800000.0,4705567,98.03,4707860,98.08,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-02,100000,4800000.0,4673519,97.36,4678131,97.46,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-02,140000,6720000.0,6631853,98.69,6636694,98.76,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-13,100000,4800000.0,4680966,97.52,4684188,97.59,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-13,100000,4800000.0,4701546,97.95,4706746,98.06,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-13,100000,4800000.0,4673992,97.37,4678307,97.46,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-13,140000,6720000.0,6558427,97.6,6564630,97.69,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2026-01-13,100000,4856640.0,4768035,98.18,4772645,98.27,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2026-01-13,120000,5760000.0,5553203,96.41,5566137,96.63,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2026-01-02,120000,5760000.0,5567337,96.66,5577311,96.83,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-03,25000,1204368.0,1156882,96.06,1159092,96.24,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-03-07,100000,4800000.0,4631240,96.48,4661248,97.11,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-03-07,100000,4800000.0,4660677,97.1,4670465,97.3,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-03-07,140000,6720000.0,6418559,95.51,6476905,96.38,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-10-01,100000,4800000.0,4479655,93.33,4479853,93.33,4540301,94.59
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-10-01,25000,1204368.0,1144135,95.0,1144355,95.02,1153429,95.77
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-10-01,100000,4800000.0,4616331,96.17,4616515,96.18,4665321,97.19
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-10-01,100000,4800000.0,4423308,92.15,4423666,92.16,4500543,93.76
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-10-01,100000,4800000.0,4584964,95.52,4585202,95.53,4636622,96.6
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-10-01,100000,4856640.0,4530224,93.28,4537200,93.42,4610154,94.92
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-10-01,120000,5760000.0,5259637,91.31,5260425,91.33,5405758,93.85
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-10-02,100000,4800000.0,4596007,95.75,4660821,97.1,4640700,96.68
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-10-02,25000,1204368.0,1148677,95.38,1158085,96.16,1154017,95.82
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-10-02,100000,4800000.0,4638624,96.64,4668876,97.27,4658108,97.04
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-10-02,100000,4800000.0,4592677,95.68,4686889,97.64,4653085,96.94
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-14,100000,4800000.0,4676432,97.43,4680953,97.52,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-14,140000,6720000.0,6568275,97.74,6583792,97.97,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2026-01-14,100000,4856640.0,4772848,98.27,4777958,98.38,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-09-29,100000,4800000.0,4612737,96.1,4672517,97.34,4680022,97.5
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-09-29,25000,1204368.0,1150464,95.52,1158964,96.23,1159959,96.31
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-09-29,100000,4800000.0,4633273,96.53,4671310,97.32,4676605,97.43
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-09-29,100000,4800000.0,4613324,96.11,4698028,97.88,4712406,98.18
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-09-29,100000,4800000.0,4611195,96.07,4667090,97.23,4677810,97.45
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-09-29,100000,4856640.0,4690435,96.58,4773727,98.29,4783273,98.49
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-09-29,120000,5760000.0,5447546,94.58,5562886,96.58,5592413,97.09
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-09-18,120000,5760000.0,5480271,95.14,5481014,95.16,5481654,95.17
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-09-30,100000,4800000.0,4318950,89.98,4318976,89.98,4421769,92.12
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-09-30,25000,1204368.0,1073215,89.11,1073215,89.11,1098075,91.17
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-09-30,100000,4800000.0,4338911,90.39,4338943,90.39,4424860,92.18
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-09-30,100000,4800000.0,4286684,89.31,4286694,89.31,4363047,90.9
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-09-30,100000,4800000.0,4361151,90.86,4361186,90.86,4439647,92.49
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-09-30,100000,4856640.0,4440916,91.44,4441018,91.44,4503752,92.73
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-09-30,120000,5760000.0,5107010,88.66,5107026,88.66,5183643,89.99
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2026-01-14,120000,5760000.0,5559091,96.51,5572386,96.74,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-17,100000,4800000.0,4681125,97.52,4683607,97.58,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-17,100000,4800000.0,4701218,97.94,4706056,98.04,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-23,100000,4800000.0,4693551,97.78,4695430,97.82,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-23,25000,1204368.0,1157678,96.12,1158465,96.19,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-03,100000,4800000.0,4687417,97.65,4693253,97.78,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-03,100000,4800000.0,4646480,96.8,4703365,97.99,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-03,100000,4800000.0,4660341,97.09,4675450,97.41,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-03,140000,6720000.0,6508346,96.85,6623831,98.57,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-17,100000,4800000.0,4679818,97.5,4683268,97.57,0,0.0
156d4c3e-da3d-4dc4-b66e-b1656fdece39,SAT No 10,2026-02-10,165000,7920000.0,6773794,85.53,6864162,86.67,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-12-31,25000,1204368.0,1158545,96.2,1159228,96.25,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-12-31,100000,4800000.0,4682200,97.55,4693131,97.77,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-12-31,100000,4800000.0,4662006,97.13,4676695,97.43,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-12-31,100000,4800000.0,4688398,97.67,4700128,97.92,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-12-31,100000,4800000.0,4683523,97.57,4697800,97.87,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-12-31,100000,4856640.0,4756725,97.94,4772240,98.26,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-12-31,120000,5760000.0,5539796,96.18,5565630,96.63,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2026-01-03,100000,4856640.0,4721084,97.21,4773073,98.28,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2026-01-03,120000,5760000.0,5506345,95.6,5565392,96.62,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-21,100000,4800000.0,4704908,98.02,4708521,98.09,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-21,25000,1204368.0,1158154,96.16,1158607,96.2,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-17,140000,6720000.0,6573480,97.82,6584560,97.98,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-21,100000,4800000.0,4692296,97.76,4694065,97.79,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-21,100000,4800000.0,4706037,98.04,4710095,98.13,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-21,100000,4800000.0,4682517,97.55,4685788,97.62,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-21,140000,6720000.0,6568114,97.74,6576976,97.87,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-17,100000,4800000.0,4736800,98.68,4739729,98.74,4743057,98.81
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-02-16,25000,1204368.0,1140526,94.7,1144784,95.05,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-01,25000,1204368.0,1175633,97.61,1176116,97.65,1176617,97.7
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-01,100000,4800000.0,4734097,98.63,4736430,98.68,4740233,98.75
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-01,100000,4800000.0,4343814,90.5,4346016,90.54,4350350,90.63
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-01,100000,4800000.0,4680517,97.51,4683889,97.58,4691886,97.75
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-02,100000,4800000.0,4443845,92.58,4447814,92.66,4452094,92.75
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-02,25000,1204368.0,1176274,97.67,1176903,97.72,1177196,97.74
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-02,100000,4800000.0,4734644,98.64,4736422,98.68,4739200,98.73
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-02,100000,4800000.0,4345857,90.54,4348067,90.58,4351093,90.65
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-02,100000,4800000.0,4686338,97.63,4689263,97.69,4693314,97.78
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-03,100000,4800000.0,4443695,92.58,4448006,92.67,4721865,98.37
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-03,25000,1204368.0,1176475,97.68,1176973,97.73,1177576,97.78
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-03,100000,4800000.0,4732925,98.6,4735415,98.65,4744185,98.84
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-03,100000,4800000.0,4346793,90.56,4348282,90.59,4738408,98.72
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-03,100000,4800000.0,4685919,97.62,4688521,97.68,4733845,98.62
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-04,25000,1204368.0,1176501,97.69,1177221,97.75,1177890,97.8
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-04,100000,4800000.0,4740068,98.75,4742813,98.81,4746223,98.88
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-04,100000,4800000.0,4777413,99.53,4786690,99.72,4790695,99.81
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-04,100000,4800000.0,4730689,98.56,4733674,98.62,4738008,98.71
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-05,100000,4800000.0,4731409,98.57,4734272,98.63,4739314,98.74
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-05,25000,1204368.0,1177820,97.8,1177917,97.8,1178561,97.86
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-05,100000,4800000.0,4741596,98.78,4743952,98.83,4747376,98.9
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-05,100000,4800000.0,4787263,99.73,4790045,99.79,4792589,99.85
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-17,100000,4800000.0,4706304,98.05,4710705,98.14,4715445,98.24
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-19,100000,4800000.0,4725258,98.44,4734164,98.63,4739729,98.74
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-10,100000,4800000.0,4692169,97.75,4706505,98.05,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-10,25000,1204368.0,1158017,96.15,1159211,96.25,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-10-02,100000,4800000.0,4616542,96.18,4660236,97.09,4644294,96.76
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-10-02,100000,4856640.0,4674264,96.24,4767301,98.16,4738520,97.57
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-10-02,120000,5760000.0,5461895,94.82,5581942,96.91,5530548,96.02
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-10-06,100000,4800000.0,4577432,95.36,4594009,95.71,3550,0.07
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-10-06,25000,1204368.0,1137677,94.46,1139578,94.62,54,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-10-06,100000,4800000.0,4616705,96.18,4630550,96.47,1308,0.03
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-10-06,100000,4800000.0,4564394,95.09,4576874,95.35,4935,0.1
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-10-06,100000,4800000.0,4579491,95.41,4593659,95.7,4153,0.09
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-10-06,100000,4856640.0,4633705,95.41,4646863,95.68,6743,0.14
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-10-06,120000,5760000.0,5408774,93.9,5431930,94.3,4129,0.07
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-10,100000,4800000.0,4679996,97.5,4684702,97.6,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-05,100000,4800000.0,4698397,97.88,4700449,97.93,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-05,25000,1204368.0,1158505,96.19,1158837,96.22,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-05,100000,4800000.0,4686701,97.64,4691760,97.75,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-05,100000,4800000.0,4704111,98.0,4707490,98.07,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-05,100000,4800000.0,4677303,97.44,4680241,97.51,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-05,140000,6720000.0,6628004,98.63,6633687,98.72,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-06,100000,4800000.0,4704398,98.01,4710365,98.13,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2026-01-06,100000,4800000.0,4674748,97.39,4679196,97.48,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-07,100000,4800000.0,4729497,98.53,4733300,98.61,4738301,98.71
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-07,25000,1204368.0,1177687,97.78,1178211,97.83,1178627,97.86
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-07,100000,4800000.0,4743963,98.83,4745938,98.87,4748957,98.94
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-07,100000,4800000.0,4788254,99.76,4790803,99.81,4794661,99.89
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-07,100000,4800000.0,4735931,98.67,4737862,98.71,4741088,98.77
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-08,100000,4800000.0,4724640,98.43,4731268,98.57,4741556,98.78
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-08,25000,1204368.0,1175137,97.57,1176016,97.65,1177837,97.8
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-08,100000,4800000.0,4738843,98.73,4741948,98.79,4748024,98.92
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-08,100000,4800000.0,4793939,99.87,4795730,99.91,4796683,99.93
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-08,100000,4800000.0,4733775,98.62,4737890,98.71,4742226,98.8
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-09,100000,4800000.0,4727967,98.5,4735029,98.65,4741233,98.78
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-09,25000,1204368.0,1171266,97.25,1172679,97.37,1176711,97.7
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-09,100000,4800000.0,4718771,98.31,4725638,98.45,4743437,98.82
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-09,100000,4800000.0,4792107,99.84,4794060,99.88,4796667,99.93
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-09,100000,4800000.0,4730210,98.55,4735271,98.65,4740870,98.77
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-10,100000,4800000.0,4582630,95.47,4617911,96.21,4649224,96.86
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-10,25000,1204368.0,1161222,96.42,1166493,96.86,1172228,97.33
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-10,100000,4800000.0,4687656,97.66,4714929,98.23,4741528,98.78
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-10,100000,4800000.0,4606217,95.96,4620210,96.25,4638797,96.64
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-10,100000,4800000.0,4672616,97.35,4688490,97.68,4721575,98.37
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-11,100000,4800000.0,4719808,98.33,4727432,98.49,4733341,98.61
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-11,25000,1204368.0,1169063,97.07,1170642,97.2,1172217,97.33
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-11,100000,4800000.0,4735811,98.66,4738866,98.73,4743274,98.82
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-11,100000,4800000.0,4771922,99.42,4777716,99.54,4782757,99.64
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-11,100000,4800000.0,4724205,98.42,4729090,98.52,4733054,98.61
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-12,100000,4800000.0,4734299,98.63,4736706,98.68,4739553,98.74
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-12,25000,1204368.0,1174376,97.51,1175724,97.62,1176417,97.68
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-12,100000,4800000.0,4742027,98.79,4744712,98.85,4748065,98.92
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-12,100000,4800000.0,4775149,99.48,4777398,99.53,4781031,99.6
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-12,100000,4800000.0,4734722,98.64,4738043,98.71,4741010,98.77
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-13,100000,4800000.0,4731482,98.57,4735439,98.65,4739695,98.74
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-13,25000,1204368.0,1175526,97.61,1176111,97.65,1176699,97.7
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-13,100000,4800000.0,4738661,98.72,4741073,98.77,4747983,98.92
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-13,100000,4800000.0,4767717,99.33,4770697,99.39,4775019,99.48
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-13,100000,4800000.0,4734298,98.63,4737256,98.69,4740982,98.77
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-14,100000,4800000.0,4723572,98.41,4730327,98.55,4738258,98.71
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-14,25000,1204368.0,1174875,97.55,1175853,97.63,1177352,97.76
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-14,100000,4800000.0,4740581,98.76,4744218,98.84,4748352,98.92
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-14,100000,4800000.0,4762740,99.22,4767580,99.32,4770871,99.39
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-14,100000,4800000.0,4732153,98.59,4737573,98.7,4743243,98.82
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-15,100000,4800000.0,4695883,97.83,4710047,98.13,4734875,98.64
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-15,25000,1204368.0,1167810,96.96,1172079,97.32,1175277,97.58
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-15,100000,4800000.0,4704873,98.02,4721995,98.37,4743899,98.83
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-15,100000,4800000.0,4742970,98.81,4756119,99.09,4770053,99.38
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-15,100000,4800000.0,4704951,98.02,4723068,98.4,4739032,98.73
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-06-16,100000,4800000.0,4720486,98.34,4726641,98.47,4731170,98.57
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-06-16,25000,1204368.0,1171678,97.29,1172672,97.37,1173614,97.45
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-06-16,100000,4800000.0,4730797,98.56,4737981,98.71,4742426,98.8
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-06-16,100000,4800000.0,4754785,99.06,4758771,99.14,4764270,99.26
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-06-16,100000,4800000.0,4722465,98.38,4730248,98.55,4735929,98.67
